"﻿""id. Response ID""",Year Submitted Survey 2, Months Owned (total),oldcarmain,Electric driving range,oldcartype,Discontinuance (inc. purchased lease) 2,Age,Gender,dist1  [Route 1],How many road trips longer than 200 miles round-trip did you or your household complete with each car in the last 12 months (or the time you own the car if less than that)?  [{oldcarmain.NAOK}],{oldcarmain.NAOK} [Safety],Comfort,Refuelling/Recharging costs,Performance,Environmental impacts,"Vehicle Purchase Price (including rebates, discounts, etc.)",Reliability,Electric driving range,Convenience of charging,Driving assistance features,My household's pre-taxed income for the past tax year was in the following range,"Home Charging (L1, L2, None)","Work charging (L1, L2, DC, none)",Concatenate[[s]...s] Public DCFC] 2,MPG second vehicle in HH 2,"Lease (1 lease, 0 other)",lastpage. Last page
2224,2019,73,2012 Toyota Prius Plug-in,11,PHEV,Continued,35,Female,21.26,0,3,4,4,4,2,1,5,1,2,1,"$100,000 to $149,999",Level 1,No charging,Level 2,,0,40
2225,2019,23,2017 Honda Clarity EV,89,BEV,Original,45,Male,,0,,,,,,,,,,,,Level 1,Level 2,Level 2 & DC Fast,28,1,17
2226,2019,21,2017 Chevrolet Volt,53,PHEV,Continued,65,Male,4.54,0,5,4,5,5,5,4,4,5,5,5,"$150,000 to $199,999",Level 1,No charging,No charging,27,1,40
2227,2019,23,2017 Tesla Model 3 Long Range,310,BEV,Original,45,Male,1.21,0,5,4,5,5,3,4,5,4,4,5,"$100,000 to $149,999",No Charging,Level 1,Level 2,,0,40
2228,2019,30,2017 Chevrolet Bolt EV,238,BEV,Original,75,Male,5.09,3,5,4,5,5,5,4,5,4,4,5,"$100,000 to $149,999",Level 2,No charging,Level 2,24,1,40
2229,2019,,2017 Toyota Mirai,300,,Original,,,,0,,,,,,,,,,,,No Charging,,,,0,1
2230,2019,,2017 Honda Clarity,89,,Original,,,,0,,,,,,,,,,,,No Charging,,,,0,1
2231,2019,33,2014 BMW i3,81,BEV,Continued,65,Male,32.1,0,4,4,5,5,5,2,5,5,5,2,"$350,000 to $399,999",Level 1,,Level 2 & DC Fast,26,1,40
2232,2019,12,2016 Tesla Model S,271,BEV,Continued,65,Male,,0,,,,,,,,,,,,Level 2,No charging,No charging,24,0,16
2233,2019,37,2013 Toyota RAV4 EV,103,BEV,Continued,35,Male,25.99,0,5,5,5,5,5,5,5,2,4,2,"$300,000 to $349,999",Level 1,,Level 2,29,1,40
2234,2019,20,2017 Volkswagen e-Golf,84,BEV,Original,75,Female,12.65,0,4,3,3,2,2,2,1,2,2,2,"$50,000 to $99,999",Level 2,No charging,No charging,24,1,40
2235,2019,32,2017 Chevrolet Bolt EV,238,BEV,Original,55,Male,0.9,0,4,4,5,5,5,4,4,5,5,4,"$150,000 to $199,999",Level 2,Level 2,No charging,26,0,40
2237,2019,66,2014 Tesla Model S,271,BEV,Original,65,Female,20.04,0,5,5,5,5,5,5,5,5,5,5,"$250,000 to $299,999",Level 2,,,24,0,40
2238,2019,51,2015 Tesla Model S,271,BEV,Original,75,Female,22.38,6,5,5,5,5,5,3,5,5,5,5,"$150,000 to $199,999",Level 2,No charging,DC Fast,16,0,40
2239,2019,,2013 Nissan Leaf,84,BEV,Original,75,Male,1.4,0,5,5,5,5,5,5,5,4,5,5,"Less than $50,000",No Charging,,,,0,40
2240,2019,76,2013 Ford Fusion Energi,20,PHEV,Original,,,,0,,,,,,,,,,,,Level 2,,,30,0,10
2241,2019,35,2016 Tesla Model X,270,BEV,Original,55,Male,19.48,1,5,5,5,5,5,3,5,5,5,5,"$100,000 to $149,999",Level 2,No charging,Level 1 & DC Fast,24,0,40
2242,2019,41,2016 Tesla Model S,271,BEV,Original,80,Male,9.95,4,5,5,5,5,5,3,5,2,5,5,,Level 2,No charging,No charging,29,0,33
2243,2019,12,2015 Kia Soul EV,111,BEV,Discontinued,75,Female,,0,5,1,4,5,5,4,4,4,2,4,"$50,000 to $99,999",No Charging,Level 1,Level 1,30,0,40
2244,2019,24,2016 Ford C-Max Energi,20,PHEV,Continued,65,Male,3.62,0,5,5,5,5,4,4,4,1,4,4,"$100,000 to $149,999",Level 2,No charging,No charging,47,1,40
2245,2019,36,2017 Chevrolet Volt,53,PHEV,Discontinued,65,Male,5,0,5,5,5,5,5,5,2,4,5,5,I prefer not to answer,Level 2,Level 2,Level 2,,1,40
2246,2019,,2015 Nissan Leaf,84,BEV,Original,,,,0,,,,,,,,,,,,Level 2,No charging,DC Fast,24,0,1
2247,2019,86,2012 Toyota Prius Plug-in,11,PHEV,Original,65,Male,2.13,6,5,4,5,5,5,5,5,4,2,3,"$200,000 to $249,999",Level 1,No charging,No charging,16,0,40
2248,2019,24,2013 ford ecmax,20,PHEV,Continued,65,Female,188.91,0,5,5,5,5,5,5,5,5,5,5,"$100,000 to $149,999",Level 2,,,,1,40
2249,2019,76,2013 Honda Fit EV,82,BEV,Continued,45,Decline to state,13.98,0,5,4,5,5,5,3,5,1,4,4,I prefer not to answer,Level 2,,Level 2,26,1,40
2250,2019,47,2016 Volkswagen e-Golf,84,BEV,Original,55,Male,26.05,0,5,5,5,5,5,5,5,4,5,3,"$400,000 to $449,999",Level 2,Level 2,No charging,50,0,40
2251,2019,43,2017 Chevrolet Volt,53,PHEV,Original,65,Female,7.7,0,4,4,5,4,5,4,4,2,3,4,I prefer not to answer,Level 1,No charging,No charging,16,0,40
2252,2019,37,2017 Chevrolet Volt,53,PHEV,Original,55,Female,17.95,2,5,4,5,5,5,4,4,2,2,4,"$100,000 to $149,999",Level 1,No charging,No charging,,0,40
2253,2019,30,2018 Nissan Leaf,84,BEV,Original,65,Male,26.94,0,4,2,4,4,5,2,4,4,2,4,"$100,000 to $149,999",Level 1,Level 2,No charging,24,1,40
2254,2019,20,2017 Mercedes-Benz B250e,87,BEV,Original,65,Female,14.51,0,5,5,5,5,5,5,5,2,4,5,"$100,000 to $149,999",Level 1,Level 2,No charging,,1,40
2255,2019,31,2016 Ford Fusion Energi,20,PHEV,Discontinued,45,Male,8.09,0,4,5,5,5,4,4,4,2,2,2,"$50,000 to $99,999",No Charging,Level 2,No charging,,1,40
2256,2019,24,2017 Volkswagen e-Golf,84,BEV,Original,55,Male,15.75,1,5,5,5,5,5,5,5,2,4,4,"$350,000 to $399,999",Level 2,Level 2,No charging,23,0,40
2257,2019,21,2017 Toyota Prius Prime,25,PHEV,Original,25,Female,5.59,2,5,5,4,5,5,4,5,4,4,5,"Less than $50,000",No Charging,,,,1,40
2258,2019,28,2015 Ford C-Max Energi,20,PHEV,Continued,55,Female,30.26,0,5,5,5,5,5,5,5,4,5,5,"$50,000 to $99,999",Level 1,No charging,No charging,31,1,40
2260,2019,19,2018 Chevrolet Bolt EV,238,BEV,Original,65,Male,1.65,1,5,5,5,5,5,5,5,5,5,4,"$200,000 to $249,999",Level 1,Level 2,No charging,32,0,40
2261,2019,,2012 Toyota Prius Plug-in,11,PHEV,Continued,45,Male,15.45,0,5,4,5,3,4,3,5,1,3,3,"$200,000 to $249,999",No Charging,,,,0,40
2262,2019,45,2016 Nissan Leaf,84,BEV,Original,55,Female,4.05,0,5,4,5,5,5,4,4,3,4,3,"$150,000 to $199,999",Level 2,No charging,No charging,24,0,40
2263,2019,43,2015 Nissan Leaf,84,BEV,Continued,75,Female,12.91,0,5,4,5,5,5,5,5,2,5,4,I prefer not to answer,Level 1,No charging,Level 2,24,0,40
2264,2019,21,2017 Toyota Prius Prime,25,PHEV,Continued,45,Female,37.98,0,4,4,5,4,5,5,5,2,5,5,"$150,000 to $199,999",Level 1,Level 2,Level 2,,0,40
2265,2019,28,2017 Toyota Prius Prime,25,PHEV,Original,75,Male,11.55,3,5,5,5,5,5,5,5,4,5,5,I prefer not to answer,Level 1,No charging,No charging,,0,40
2266,2019,27,2017 Chevrolet Bolt EV,238,BEV,Original,55,Male,12.05,0,3,3,5,5,5,2,5,4,4,3,"$150,000 to $199,999",No Charging,,,17,1,40
2267,2019,48,2015 Tesla Model S,271,BEV,Original,45,Male,,0,,,,,,,,,,,,Level 2,Level 2,DC Fast,25,0,17
2268,2019,25,2017 Chevrolet Bolt EV,238,BEV,Original,35,Male,,0,,,,,,,,,,,,Level 2,Level 2,No charging,,0,16
2269,2019,,2016 Toyota Mirai,300,,Discontinued,75,Male,2.89,0,5,5,5,5,5,5,5,5,5,5,I prefer not to answer,No Charging,,,,0,40
2270,2019,,2014 Tesla Model S,271,BEV,Original,65,Female,4.54,2,5,5,5,5,5,5,5,5,5,5,"$150,000 to $199,999",No Charging,,,,0,40
2271,2019,23,2017 BMW i3 REX  (94 Amp-hour battery),114,PHEV,Original,45,Female,1.8,0,5,5,5,5,5,2,5,2,2,5,"$250,000 to $299,999",No Charging,,,35,1,40
2272,2019,19,2018 Chevrolet Volt,53,PHEV,Original,35,Male,30.68,0,5,4,3,5,5,5,4,4,5,5,I prefer not to answer,Level 2,Level 2,No charging,,1,40
2273,2019,24,2017 Ford C-MAX Energi Plug-In Hybrid,20,PHEV,Original,45,Male,5.93,3,5,5,5,5,5,5,5,4,5,5,"Less than $50,000",Level 1,No charging,Level 2,,1,40
2274,2019,85,2012 Mitsubishi i-MiEV,62,BEV,Original,75,Male,4.97,0,5,4,5,5,5,4,5,5,5,3,"Less than $50,000",Level 1,,,17,0,40
2275,2019,,2017 Toyota Mirai,300,,Original,55,Male,5.84,6,5,5,5,5,5,4,5,4,2,5,"$150,000 to $199,999",No Charging,,,,0,40
2276,2019,19,2018 Tesla Model 3 Long Range,310,BEV,Original,55,Female,13.7,5,5,5,5,5,5,4,5,4,5,5,I prefer not to answer,Level 2,No charging,No charging,50,0,40
2277,2019,47,2016 Chevrolet Volt,53,PHEV,Original,,,,0,,,,,,,,,,,,Level 2,Level 2,Level 2,27,0,10
2278,2019,91,2012 Chevrolet Volt,53,PHEV,Continued,55,Male,12.6,0,,,,,,,,,,,,Level 2,,Level 2,,0,18
2279,2019,23,2018 Honda Clarity Plug-in Hybrid,48,PHEV,Original,75,Female,0.98,0,5,5,5,4,5,4,5,4,5,3,I prefer not to answer,Level 2,No charging,No charging,42,0,40
2280,2019,32,2017 Toyota Prius Prime,25,PHEV,Original,65,Male,18.91,0,5,4,4,5,3,4,5,4,3,5,"$200,000 to $249,999",Level 1,No charging,No charging,42,0,40
2281,2019,42,2016 Hyundai Sonata Plug-in Hybrid,28,PHEV,Original,65,Male,73.24,2,5,5,5,5,5,5,5,5,5,5,I prefer not to answer,Level 1,No charging,Level 1,28,0,40
2282,2019,25,2017 Chevrolet Bolt EV,238,BEV,Original,45,Male,45.12,0,5,4,5,5,5,4,5,5,5,4,"$150,000 to $199,999",Level 2,Level 2,No charging,89,0,40
2283,2019,21,2018 Kia Niro Plug-in Hybrid,26,PHEV,Original,75,Male,8.65,3,5,4,5,5,4,4,5,4,5,5,"$100,000 to $149,999",Level 1,No charging,Level 2,24,1,40
2285,2019,34,2017 Nissan Leaf,84,BEV,Original,55,Male,,0,,,,,,,,,,,,No Charging,Level 2,Level 2,24,0,18
2286,2019,79,2013 Tesla Model S,271,BEV,Original,,,,0,,,,,,,,,,,,Level 2,,,24,0,11
2287,2019,34,2016 Tesla Model S,271,BEV,Continued,65,Male,14.85,0,4,4,5,4,5,2,4,4,4,4,I prefer not to answer,Level 2,Level 2,Level 2,112,1,40
2288,2019,31,2017 Audi A3 Sportback e-tron,16,PHEV,Original,35,Male,,0,,,,,,,,,,,,Level 1,No charging,Level 2,29,1,12
2289,2019,22,2018 Tesla Model 3 Long Range,310,BEV,Original,55,Male,3.89,2,5,5,5,5,5,4,5,5,4,5,"$150,000 to $199,999",Level 2,No charging,DC Fast,37,0,40
2290,2019,23,2017 BMW i3 REX  (94 Amp-hour battery),114,PHEV,Original,55,Male,19.91,0,5,4,5,4,5,4,5,4,4,5,"$100,000 to $149,999",No Charging,Level 2,No charging,25,1,40
2292,2019,,2014 Toyota Prius Plug-in,11,PHEV,Original,,,,0,,,,,,,,,,,,Level 1,,,14,1,1
2293,2019,45,2016 Tesla Model S,271,BEV,Original,45,Male,21.7,3,5,5,5,5,5,4,4,4,4,5,"$350,000 to $399,999",Level 2,No charging,No charging,24,0,40
2294,2019,18,2015 BMW i3,81,PHEV,Discontinued,45,Male,,0,4,4,5,4,5,3,4,2,3,4,"$400,000 to $449,999",No Charging,Level 2,No charging,30,1,40
2295,2019,19,2018 BMW 530e,16,PHEV,Original,45,Male,5.7,10,5,5,4,5,3,4,5,4,5,5,"$100,000 to $149,999",Level 2,No charging,Level 2,35,0,40
2296,2019,23,2017 Chevrolet Bolt EV,238,BEV,Original,45,Male,17.34,0,5,5,5,4,5,4,4,4,4,4,"$200,000 to $249,999",Level 2,No charging,No charging,,1,40
2297,2019,34,2017 BMW i3,81,PHEV,Original,45,Male,49.12,2,4,4,5,4,4,3,5,4,5,4,"$100,000 to $149,999",Level 2,No charging,No charging,24,0,40
2298,2019,36,2017 Chevrolet Volt,53,PHEV,Continued,75,Male,17.98,0,4,4,5,4,4,3,4,2,4,3,"$50,000 to $99,999",Level 2,No charging,Level 1,,1,40
2299,2019,23,2018 Chevrolet Bolt EV,238,BEV,Original,65,Male,20.7,2,5,4,5,5,5,5,5,5,4,5,"$100,000 to $149,999",Level 2,Level 2,No charging,42,1,40
2300,2019,20,2018 Nissan Leaf,84,BEV,Original,55,Female,2.33,0,5,5,5,5,5,5,5,5,5,5,"$150,000 to $199,999",Level 1,No charging,No charging,24,1,40
2301,2019,39,2014 Ford C-Max Energi,20,PHEV,Continued,65,Male,1.45,0,3,4,5,5,5,5,5,4,2,2,"$50,000 to $99,999",Level 1,,,16,1,40
2302,2019,19,2018 Tesla Model 3 Long Range,310,BEV,Original,55,Male,13.55,3,5,5,5,5,5,5,5,5,5,5,"$200,000 to $249,999",Level 2,Level 2,No charging,27,0,40
2303,2019,39,2016 Chevrolet Volt,53,PHEV,Discontinued,45,Male,1.57,0,5,5,5,4,3,2,5,5,5,4,"$350,000 to $399,999",Level 1,No charging,No charging,23,1,40
2304,2019,74,2013 Ford Fusion Energi,20,PHEV,Continued,45,Male,34.68,0,4,4,3,4,3,3,2,1,3,3,"$100,000 to $149,999",Level 1,Level 1,Level 1 & Level 2,28,1,40
2305,2019,27,2017 Chevrolet Bolt EV,238,BEV,Original,45,Male,4.48,0,5,4,5,5,5,5,5,5,5,5,"$200,000 to $249,999",Level 2,No charging,No charging,,1,40
2306,2019,20,2017 BMW i3 REX  (94 Amp-hour battery),114,PHEV,Original,35,Male,6.7,0,5,5,5,5,5,5,5,3,4,3,"$200,000 to $249,999",Level 1,No charging,Level 2,29,1,40
2307,2019,33,2017 Toyota Prius Prime,25,PHEV,Original,65,Male,11.82,10,5,4,5,4,5,5,5,4,4,5,"$200,000 to $249,999",Level 2,No charging,No charging,17,0,40
2308,2019,23,2018 Tesla Model 3 Long Range,310,BEV,Original,25,Male,6.52,4,5,5,5,5,5,4,5,5,2,5,"Less than $50,000",Level 2,Level 2,No charging,,0,40
2309,2019,45,2015 Volkswagen e-Golf,84,BEV,Continued,55,Male,11.91,0,5,5,5,5,5,5,5,2,2,4,"$150,000 to $199,999",Level 2,Level 2,No charging,38,1,40
2310,2019,51,2015 Tesla Model S,271,BEV,Original,55,Male,153.8,1,,,,,,,,,,,,Level 2,No charging,No charging,24,0,25
2311,2019,35,2017 Toyota Prius Prime,25,PHEV,Discontinued,55,Female,11.56,0,4,4,2,2,4,4,4,1,1,2,"$50,000 to $99,999",Level 1,Level 1,No charging,,1,40
2312,2019,71,2013 Tesla Model S,271,BEV,Original,55,Female,25,24,5,4,5,5,5,5,5,4,5,4,"$150,000 to $199,999",Level 2,,,50,0,40
2313,2019,40,2016 Tesla Model X,270,BEV,Original,45,Male,47.23,10,5,5,5,5,5,4,5,4,4,4,"$350,000 to $399,999",Level 1,Level 2,DC Fast,24,0,40
2314,2019,77,2013 Toyota Prius Plug-in,11,PHEV,Original,55,Male,8.58,2,5,5,5,2,4,2,5,2,5,3,"Less than $50,000",Level 1,Level 1,Level 1,24,0,40
2315,2019,,2017 Chevrolet Bolt EV,238,BEV,Original,,,,0,,,,,,,,,,,,Level 2,No charging,No charging,29,0,1
2316,2019,61,2014 Toyota Prius Plug-in,11,PHEV,Original,45,Female,,0,4,4,5,4,5,4,4,4,4,4,"$100,000 to $149,999",Level 1,,,24,0,40
2317,2019,23,2017 Chevrolet Volt,53,PHEV,Continued,45,Male,22.84,0,5,3,5,3,5,3,5,3,3,5,"$200,000 to $249,999",Level 1,Level 2,No charging,17,0,40
2318,2019,60,2015 Nissan Leaf,84,BEV,Original,,,,0,,,,,,,,,,,,Level 2,No charging,No charging,31,0,7
2319,2019,20,2018 Kia Optima Plug-in Hybrid,29,PHEV,Original,55,Male,19.9,8,5,5,5,4,4,4,4,2,2,3,"$200,000 to $249,999",Level 1,Level 2,No charging,124,1,40
2320,2019,36,2016 Kia Soul EV,111,BEV,Discontinued,65,Male,29.44,0,5,5,5,5,5,2,5,2,4,5,"$100,000 to $149,999",Level 2,No charging,No charging,18,1,40
2321,2019,80,2013 Chevrolet Volt,53,PHEV,Original,65,Male,52.33,2,5,5,5,5,5,5,5,2,5,4,"$400,000 to $449,999",Level 2,,,24,0,40
2322,2019,68,2012 Nissan Leaf,84,BEV,Continued,65,Male,14.92,0,4,5,5,5,5,5,5,4,5,5,"$250,000 to $299,999",Level 2,Level 1,,14,1,40
2323,2019,50,2014 Nissan Leaf,84,BEV,Continued,55,Male,33.82,0,5,5,5,4,3,4,5,2,2,2,"$150,000 to $199,999",Level 2,,Level 2 & DC Fast,26,0,40
2324,2019,36,2015 Nissan Leaf,84,BEV,Continued,65,Female,1.16,0,3,4,5,4,5,5,5,1,4,3,"$50,000 to $99,999",Level 2,No charging,No charging,29,0,40
2325,2019,54,2015 Chevrolet Volt,53,PHEV,Original,45,Male,20.84,3,5,1,5,5,5,3,5,4,4,5,"$350,000 to $399,999",Level 2,Level 2,No charging,18,0,40
2326,2019,27,2017 Chevrolet Bolt EV,238,BEV,Original,45,Male,13.54,2,5,5,5,5,5,3,5,5,4,4,"$150,000 to $199,999",No Charging,Level 2,Level 2,,0,40
2327,2019,34,2017 Chevrolet Bolt EV,238,BEV,Original,45,Male,42.7,3,5,5,5,5,5,5,5,4,4,5,"$150,000 to $199,999",Level 1,No charging,Level 2,29,1,40
2328,2019,,2012 Nissan Leaf,84,BEV,Original,65,Female,5.06,0,3,3,5,4,5,5,5,1,3,3,"$50,000 to $99,999",No Charging,,,,0,40
2329,2019,24,2015 Tesla Model S,271,BEV,Continued,35,Male,,0,,,,,,,,,,,,Level 1,Level 2,No charging,15,0,16
2330,2019,36,2013 Ford Focus Electric,76,BEV,Continued,55,Male,21.74,0,5,4,5,2,5,3,4,1,4,3,"$150,000 to $199,999",Level 1,,Level 2,24,1,40
2331,2019,23,2018 Honda Clarity Plug-in Hybrid,48,PHEV,Original,55,Male,6.31,3,4,5,5,4,5,4,5,5,5,5,"$250,000 to $299,999",Level 2,No charging,Level 2,42,0,40
2332,2019,28,2015 Tesla Model S,271,BEV,Discontinued,35,Female,,0,5,5,5,5,5,5,5,5,5,5,"$200,000 to $249,999",Level 2,Level 2,No charging,42,0,40
2333,2019,48,2013 Fiat 500e,87,BEV,Continued,75,Female,2.51,0,5,5,5,5,5,5,5,2,5,5,"$50,000 to $99,999",Level 2,,,24,1,40
2334,2019,,2017 Toyota Mirai,300,,Original,65,Male,42.2,5,5,5,2,5,5,4,5,4,2,5,"$200,000 to $249,999",No Charging,,,,0,40
2335,2019,31,2017 Toyota Prius Prime,25,PHEV,Original,65,Male,21.98,3,4,4,5,5,4,5,4,2,1,3,"$50,000 to $99,999",Level 1,No charging,No charging,24,0,40
2337,2019,35,2017 Chevrolet Volt,53,PHEV,Discontinued,65,Male,4.91,0,5,5,5,5,5,4,4,5,5,5,"$200,000 to $249,999",Level 1,No charging,No charging,50,1,40
2338,2019,36,2016 Chevrolet Volt,53,PHEV,Discontinued,45,Male,13.54,0,4,4,4,5,5,4,5,5,4,4,I prefer not to answer,Level 1,No charging,No charging,26,1,40
2339,2019,25,2017 Toyota Prius Prime,25,PHEV,Original,45,Female,26.37,0,5,4,5,4,5,5,5,4,5,5,"$300,000 to $349,999",Level 1,Level 2,No charging,24,0,40
2340,2019,33,2016 Volkswagen e-Golf,84,BEV,Continued,55,Male,45.36,0,5,5,5,5,5,5,5,4,4,5,"$150,000 to $199,999",Level 2,Level 2,No charging,24,1,40
2341,2019,36,2017 BMW i3,81,PHEV,Continued,25,Female,25.54,1,5,5,4,5,5,5,5,2,2,1,"$250,000 to $299,999",No Charging,Level 1,No charging,28,1,40
2342,2019,24,2018 Tesla Model X 75D,238,BEV,Original,,,,0,,,,,,,,,,,,No Charging,Level 2,No charging,,0,5
2343,2019,27,2017 Chevrolet Bolt EV,238,BEV,Original,35,Male,2.48,2,4,5,5,5,5,5,4,5,3,5,"$200,000 to $249,999",Level 1,No charging,No charging,25,1,40
2344,2019,22,2017 Tesla Model S AWD - 75D,249,BEV,Original,45,Male,28.13,4,5,5,5,5,5,3,5,3,5,3,"$250,000 to $299,999",Level 2,No charging,No charging,30,0,40
2345,2019,52,2016 Ford Fusion Energi,20,PHEV,Continued,55,Male,65.88,0,5,5,5,4,5,5,5,4,5,5,"$400,000 to $449,999",Level 2,No charging,No charging,,1,40
2346,2019,36,2015 Ford Fusion Energi,20,PHEV,Original,,,,0,,,,,,,,,,,,Level 1,Level 1,No charging,,1,6
2348,2019,17,2018 Chevrolet Bolt EV,238,BEV,Continued,55,Male,,0,4,4,4,3,5,4,5,4,2,2,"$200,000 to $249,999",No Charging,No charging,No charging,26,0,40
2349,2019,30,2015 BMW i3,81,BEV,Discontinued,55,Male,23.91,0,3,4,5,5,3,3,5,2,2,2,"$250,000 to $299,999",Level 2,Level 2,DC Fast,26,1,40
2350,2019,36,2014 Ford Fusion Energi,20,PHEV,Discontinued,55,Male,39.35,0,5,4,3,1,3,2,5,1,4,3,"$200,000 to $249,999",Level 1,,,14,1,40
2351,2019,50,2015 Tesla Model S,271,BEV,Continued,65,Male,,1,5,5,5,5,5,4,4,4,5,3,"$100,000 to $149,999",Level 2,No charging,No charging,28,1,40
2352,2019,36,2017 Chevrolet Volt,53,PHEV,Continued,45,Male,8.49,1,5,5,5,4,4,3,5,3,5,5,"$300,000 to $349,999",Level 1,No charging,Level 2,18,1,40
2353,2019,41,2017 Chevrolet Volt,53,PHEV,Original,25,Female,0.82,3,5,3,5,4,5,5,4,4,4,5,"$50,000 to $99,999",Level 1,No charging,No charging,,0,40
2355,2019,66,2014 Toyota RAV4 EV,103,BEV,Continued,45,Female,17.98,0,5,5,5,5,5,5,5,3,5,5,"$150,000 to $199,999",Level 2,,,24,1,40
2356,2019,38,2015 Nissan Leaf,84,BEV,Continued,65,Female,33.19,0,5,5,5,4,5,3,4,2,5,4,"$100,000 to $149,999",Level 2,No charging,No charging,26,1,40
2357,2019,34,2017 Chevrolet Bolt EV,238,BEV,Original,55,Female,5.74,14,5,2,5,5,5,4,5,4,4,3,I prefer not to answer,Level 2,No charging,No charging,46,1,40
2358,2019,12,2017 Volkswagen e-Golf,84,BEV,Continued,,Male,22.1,0,4,4,3,4,5,2,4,1,4,2,I prefer not to answer,Level 1,Level 2,No charging,24,1,40
2359,2019,36,2015 BMW i3,81,PHEV,Continued,65,Male,4.48,0,5,5,5,5,5,2,5,5,5,5,"$200,000 to $249,999",Level 2,No charging,No charging,27,1,40
2360,2019,,2014 Chevrolet Spark EV,82,BEV,Original,,,,0,,,,,,,,,,,,Level 2,Level 1,,24,1,1
2361,2019,34,2014 Ford Focus Electric,76,BEV,Continued,45,Male,,0,5,5,5,4,5,5,4,2,2,5,"$100,000 to $149,999",Level 1,,Level 2,,1,40
2362,2019,18,2016 BMW i3,81,PHEV,Discontinued,45,Female,12.29,0,1,1,1,1,1,1,1,1,1,1,"$150,000 to $199,999",Level 1,No charging,No charging,25,1,40
2363,2019,20,2017 Ford Focus Electric,76,BEV,Original,35,Male,16.91,0,5,5,5,5,4,4,5,3,4,3,"$100,000 to $149,999",Level 1,Level 1,No charging,27,1,40
2364,2019,25,2017 BMW i3 REX  (94 Amp-hour battery),114,PHEV,Original,35,Female,21.36,1,3,4,4,5,3,3,4,4,4,4,"$300,000 to $349,999",Level 2,No charging,No charging,24,1,40
2366,2019,37,2015 Chevrolet Volt,53,PHEV,Continued,45,Male,15.09,0,5,5,5,4,3,3,5,3,5,3,I prefer not to answer,Level 2,Level 2,No charging,29,0,40
2367,2019,24,2017 Chevrolet Bolt EV,238,,Original,45,Male,4.65,0,5,5,5,5,5,3,5,5,5,5,"$300,000 to $349,999",No Charging,,,18,1,40
2368,2019,20,2018 Tesla Model S 75D,249,BEV,Original,65,Male,4.21,5,5,4,5,5,5,1,1,2,4,5,"$150,000 to $199,999",Level 2,No charging,No charging,23,0,40
2369,2019,40,2016 Nissan Leaf,84,BEV,Original,65,Male,,0,4,5,5,4,5,5,5,2,4,5,"$100,000 to $149,999",Level 2,Level 1,No charging,50,0,40
2370,2019,36,2013 Nissan Leaf,84,BEV,Continued,35,Male,23.11,0,4,4,4,4,4,4,4,4,4,4,"$200,000 to $249,999",No Charging,,Level 2,27,1,40
2371,2019,54,2015 Tesla Model S,271,BEV,Original,35,Female,62.68,2,5,5,5,5,5,4,4,5,4,5,"$300,000 to $349,999",Level 2,No charging,No charging,24,0,40
2372,2019,79,2013 Chevrolet Volt,53,PHEV,Original,,,,0,,,,,,,,,,,,Level 2,,,24,1,7
2373,2019,26,2017 Chevrolet Bolt EV,238,BEV,Original,35,Male,14.19,6,5,3,5,5,5,5,5,5,5,5,"$100,000 to $149,999",Level 1,No charging,Level 2,23,1,40
2374,2019,38,2016 Hyundai Sonata Plug-in Hybrid,28,PHEV,Original,45,Male,3.07,4,4,2,4,2,4,4,2,2,4,4,"$100,000 to $149,999",Level 1,Level 2,No charging,25,0,40
2375,2019,30,2015 Tesla Model S,271,BEV,Continued,75,Male,15.11,0,2,4,5,5,5,4,5,4,5,4,I prefer not to answer,Level 2,No charging,No charging,40,0,40
2377,2019,23,2017 Toyota Prius Prime,25,PHEV,Discontinued,65,Male,,0,4,4,4,4,5,5,5,2,2,4,I prefer not to answer,Level 2,Level 2,No charging,48,0,40
2378,2019,27,2017 Chevrolet Bolt EV,238,BEV,Original,35,Male,10.89,5,5,2,5,4,5,5,5,5,4,1,"$500,000 or more",Level 1,No charging,No charging,24,1,40
2379,2019,34,2016 Ford C-Max Energi,20,PHEV,Original,65,Male,8.38,3,4,4,4,4,4,4,4,4,4,4,"$50,000 to $99,999",Level 1,No charging,Level 2,27,1,40
2380,2019,32,2017 Chevrolet Bolt EV,238,BEV,Continued,75,Male,2.24,0,5,2,5,5,5,5,5,5,5,5,"$100,000 to $149,999",Level 2,No charging,No charging,24,1,40
2381,2019,,2013 Ford C-Max Energi,20,PHEV,Continued,75,Male,1.92,0,4,5,5,5,5,5,5,5,5,5,"$100,000 to $149,999",No Charging,,,,0,40
2382,2019,52,2015 Tesla Model S,271,BEV,Original,65,Female,3.05,8,5,5,5,5,5,4,5,4,5,5,"$50,000 to $99,999",Level 2,No charging,DC Fast,,0,40
2383,2019,52,2015 Nissan Leaf,84,BEV,Original,65,Female,4.07,0,5,4,5,5,5,5,5,4,5,3,I prefer not to answer,Level 1,No charging,No charging,42,0,40
2384,2019,23,2017 Tesla Model 3 Long Range,310,BEV,Original,55,Male,179.72,100,5,5,5,5,5,5,5,5,5,5,"$100,000 to $149,999",Level 2,No charging,DC Fast,13,0,40
2385,2019,30,2017 TOYOTA PRIUS PRIME,25,PHEV,Original,65,Female,7.43,0,5,5,5,5,5,5,5,2,2,5,"$100,000 to $149,999",Level 1,No charging,No charging,18,0,40
