"﻿""id. Response ID""",Electric driving range,oldcartype,Discontinuance (inc. purchased lease) 2,Age,Gender,Oneway_commute_dist,Long_trip_num,Safety,Refuelling/Recharging costs,Environmental impacts,Reliability,Electric driving range,Convenience of charging,Household_income,"Home Charging (L1, L2, None)","Work charging (L1, L2, DC, none)",Public charging,Second_vehicle,"Lease (1 lease, 0 other)",Survey_completion
4649,84,BEV,Continued,45,Male,37.23,0,5,5,5,5,5,5,"$200,000 to $249,999",Level 2,Level 1,Level 2 & DC Fast,24,1,40
4653,271,BEV,Continued,55,Female,5.5,0,5,5,5,5,4,4,"$50,000 to $99,999",Level 2,No charging,No charging,26,1,40
4656,84,BEV,Original,,,,0,,,,,,,,No Charging,,,,0,6
4662,271,BEV,Original,,,,0,,,,,,,,Level 2,,,42,1,1
4664,84,BEV,Original,45,Female,8.07,0,2,5,5,5,2,4,"$150,000 to $199,999",No Charging,,,,0,40
4665,238,BEV,Original,55,Male,57.07,0,4,5,5,5,5,5,"$100,000 to $149,999",Level 2,No charging,No charging,24,0,40
4666,238,BEV,Original,55,Male,12.42,1,5,5,5,5,5,5,"$200,000 to $249,999",Level 1,No charging,No charging,28,1,40
4667,84,BEV,Discontinued,55,Female,22.27,0,5,5,5,5,1,3,"$150,000 to $199,999",Level 1,No charging,No charging,23,1,40
4673,238,BEV,Original,65,Male,6.02,10,5,5,5,5,5,5,"$100,000 to $149,999",Level 2,No charging,No charging,24,1,40
4675,271,BEV,Original,45,Male,34.21,3,5,5,5,5,5,5,"$100,000 to $149,999",Level 2,No charging,No charging,29,0,40
4677,238,BEV,Original,75,Female,,3,4,5,5,5,5,4,I prefer not to answer,Level 2,No charging,No charging,24,1,40
4678,84,BEV,Continued,45,Female,9.91,0,5,5,5,5,2,5,"$100,000 to $149,999",Level 1,No charging,Level 2,33,1,40
4679,81,BEV,Continued,65,Male,3.11,0,5,5,5,5,3,4,"$100,000 to $149,999",No Charging,,,,0,40
4681,271,BEV,Original,75,Male,9.42,1,5,5,5,4,5,5,"$500,000 or more",Level 2,,,,0,40
4683,84,BEV,Discontinued,35,Female,21.6,0,3,4,5,5,4,2,"$150,000 to $199,999",Level 2,No charging,No charging,,1,40
4684,84,BEV,Continued,65,Male,6.37,0,4,3,5,5,2,5,"$50,000 to $99,999",Level 1,,,23,1,40
4685,310,BEV,Original,65,Male,,0,,,,,,,,Level 2,Level 2,No charging,103,0,18
4687,81,BEV,Original,65,Male,4.03,0,5,5,5,5,3,5,"$100,000 to $149,999",No Charging,,,24,0,40
4690,84,BEV,Continued,45,Male,10.11,0,4,5,4,4,1,4,"$250,000 to $299,999",Level 2,Level 1,,18,1,40
4691,84,BEV,Continued,55,Female,15.34,0,2,4,5,2,1,4,"$250,000 to $299,999",Level 2,,DC Fast,38,1,40
4693,84,BEV,Original,,,,0,,,,,,,,Level 1,Level 2,No charging,24,1,1
4695,84,BEV,Discontinued,45,Female,9.81,0,5,5,5,5,5,5,"$100,000 to $149,999",Level 1,,DC Fast,28,1,40
4696,238,BEV,Original,35,Female,24.82,0,4,5,5,5,5,5,"$200,000 to $249,999",Level 1,Level 2,No charging,42,0,40
4697,271,BEV,Continued,55,Female,18.7,3,5,5,4,5,5,5,I prefer not to answer,Level 2,No charging,No charging,24,1,40
4698,270,BEV,Original,80,Male,,0,5,5,5,5,2,5,"$200,000 to $249,999",Level 2,No charging,No charging,30,0,40
4699,270,BEV,Continued,45,Female,24.07,0,5,5,5,4,4,5,"$500,000 or more",Level 2,Level 2,No charging,38,1,40
4701,84,BEV,Continued,35,Male,17.77,0,5,5,5,5,2,2,"$100,000 to $149,999",Level 2,No charging,No charging,24,1,40
4702,84,BEV,Discontinued,75,Female,,0,,,,,,,,Level 1,No charging,Level 2,,1,16
4704,271,BEV,Original,75,Male,1.8,4,5,5,5,5,5,5,"$150,000 to $199,999",Level 2,No charging,No charging,24,0,40
4706,271,BEV,Original,75,Male,14.16,5,5,5,5,4,5,5,"$150,000 to $199,999",Level 1,Level 2,No charging,,0,40
4708,84,BEV,Discontinued,65,Female,7.95,0,5,5,5,5,1,5,"$100,000 to $149,999",Level 2,No charging,DC Fast,18,1,40
4709,271,BEV,Continued,45,Female,2.14,0,5,5,5,4,4,5,"$450,000 to $499,999",Level 2,No charging,No charging,,1,40
4711,238,BEV,Original,55,Male,223.48,0,4,4,5,4,4,4,"$200,000 to $249,999",No Charging,Level 2,No charging,24,1,40
4712,310,BEV,Original,45,Male,33.29,0,,,,,,,,Level 2,No charging,No charging,23,0,29
4713,295,BEV,Original,65,Male,,0,5,5,5,5,4,4,"$200,000 to $249,999",Level 2,No charging,No charging,18,0,40
4714,238,BEV,Original,65,Male,1.56,0,5,5,5,5,4,3,"$150,000 to $199,999",Level 2,No charging,No charging,29,0,40
4716,238,BEV,Original,65,Male,2.18,2,5,5,5,5,5,5,"$50,000 to $99,999",Level 2,No charging,No charging,12,1,40
4718,84,BEV,Continued,80,Male,13.17,0,5,5,5,5,3,5,"$200,000 to $249,999",Level 2,No charging,No charging,42,1,40
4724,87,BEV,Discontinued,45,Female,5.18,0,5,5,5,5,5,5,"$200,000 to $249,999",Level 2,No charging,No charging,24,1,40
4727,270,BEV,Original,,,,0,,,,,,,,Level 2,No charging,DC Fast,24,0,11
4728,271,BEV,Original,65,Male,5.24,2,5,5,5,5,5,5,"$150,000 to $199,999",Level 2,,,24,0,40
4730,84,BEV,Continued,,Decline to state,,0,,,,,,,,Level 1,Level 2,Level 2,17,1,16
4732,84,BEV,Continued,65,Male,,0,4,5,5,5,1,2,"$150,000 to $199,999",Level 1,Level 2,No charging,42,1,40
4733,84,BEV,Original,55,Male,2.26,0,5,5,5,5,2,5,"$250,000 to $299,999",Level 2,,,27,0,40
4734,84,BEV,Original,,,,0,,,,,,,,Level 1,Level 1,Level 1,24,1,1
4736,84,BEV,Continued,65,Male,8.74,0,4,5,5,5,4,4,"$250,000 to $299,999",Level 2,,Level 2,95,1,40
4738,84,BEV,Continued,35,Male,18.17,0,3,3,3,3,1,4,"$150,000 to $199,999",Level 2,No charging,Level 2,24,1,40
4739,271,BEV,Original,55,Female,16.78,0,5,5,5,2,2,2,"$150,000 to $199,999",Level 2,,,24,0,40
4740,271,BEV,Original,65,Male,,1,5,5,5,5,5,5,"$500,000 or more",Level 2,No charging,No charging,14,0,40
4742,81,BEV,Continued,65,Female,2.86,0,5,5,5,5,3,5,I prefer not to answer,Level 2,No charging,No charging,24,1,40
4743,84,BEV,Discontinued,55,Female,10.37,0,5,5,5,5,4,5,"$150,000 to $199,999",Level 2,No charging,DC Fast,,0,40
4744,84,BEV,Continued,35,Male,19.2,0,3,4,4,3,2,4,"$250,000 to $299,999",Level 1,Level 1,No charging,23,1,40
4745,84,BEV,Original,55,Female,9.34,0,5,4,5,5,2,1,I prefer not to answer,No Charging,,,,0,40
4746,270,BEV,Continued,35,Male,22.56,0,5,5,5,4,4,5,"$200,000 to $249,999",Level 1,No charging,DC Fast,,1,40
4749,68,BEV,Continued,75,Female,9.14,0,5,5,5,5,4,5,"$150,000 to $199,999",Level 1,,,36,1,40
4752,82,BEV,Original,65,Male,1.17,0,5,5,5,5,5,5,,Level 2,,,46,0,33
4753,271,BEV,Continued,55,Male,,0,2,5,5,3,5,5,"$500,000 or more",Level 2,,,17,0,40
4754,270,BEV,Original,65,Male,3.48,3,5,5,5,4,4,5,"$250,000 to $299,999",Level 2,No charging,No charging,24,0,40
4755,84,BEV,Continued,45,Male,28.58,0,5,5,4,4,3,5,"$500,000 or more",Level 2,Level 2,No charging,116,1,40
4757,87,BEV,Discontinued,45,Male,3.82,0,3,5,5,5,2,2,"$200,000 to $249,999",Level 1,Level 1,Level 1,,1,40
4758,84,BEV,Continued,55,Male,3.11,0,3,5,5,5,1,5,"$500,000 or more",Level 2,,Level 2,18,1,40
4759,103,BEV,Continued,55,Female,74.16,0,4,5,5,2,4,5,"$500,000 or more",Level 2,,Level 2,16,1,40
4760,87,BEV,Continued,65,Male,2.61,0,4,5,5,4,2,4,"$150,000 to $199,999",Level 2,,Level 2,24,1,40
4762,271,BEV,Original,75,Male,287.18,4,5,5,5,5,5,5,"$50,000 to $99,999",Level 2,,Level 2,24,0,40
4763,81,BEV,Continued,55,Female,7.23,0,5,5,5,5,5,5,"$300,000 to $349,999",Level 2,,,32,1,40
4766,87,BEV,Continued,55,Female,,0,,,,,,,,Level 1,,Level 2,23,1,18
4769,84,BEV,Continued,,,,0,,,,,,,,Level 1,No charging,No charging,24,1,10
4773,84,BEV,Original,,,,0,,,,,,,,Level 1,No charging,No charging,17,0,1
4774,84,BEV,Continued,55,Male,62.13,0,5,5,5,5,1,5,I prefer not to answer,No Charging,,,,0,40
4775,84,BEV,Continued,45,Male,24.28,0,3,5,5,3,2,4,"$250,000 to $299,999",Level 2,,,23,1,40
4778,84,BEV,Original,55,Male,10.66,0,4,3,4,5,1,2,"$150,000 to $199,999",Level 2,Level 2,No charging,27,0,40
4779,84,BEV,Original,,,,0,,,,,,,,Level 2,No charging,No charging,98,0,10
4780,84,BEV,Original,55,Male,3.66,0,4,5,5,5,2,5,"$400,000 to $449,999",Level 1,,,24,0,40
4782,271,BEV,Continued,55,Male,40.47,0,5,5,5,5,5,5,"$300,000 to $349,999",Level 2,,,32,1,40
4783,84,BEV,Continued,65,Male,8.38,0,5,5,5,4,2,5,"$200,000 to $249,999",No Charging,Level 2,No charging,50,1,40
4784,271,BEV,Original,65,Male,4.2,12,5,5,5,5,5,5,"$100,000 to $149,999",Level 2,No charging,No charging,26,0,40
4785,84,BEV,Continued,45,Male,,0,5,5,5,5,2,5,"$50,000 to $99,999",Level 1,,,50,1,40
4786,84,BEV,Continued,55,Female,13.52,0,4,5,5,3,1,3,"$500,000 or more",Level 2,No charging,No charging,24,1,40
4787,84,BEV,Continued,55,Male,9.91,0,3,5,4,5,2,4,"$100,000 to $149,999",Level 1,No charging,DC Fast,26,1,40
4788,84,BEV,Original,65,Female,12.02,0,5,5,5,5,2,4,"$50,000 to $99,999",Level 2,,DC Fast,29,0,40
4792,271,BEV,Continued,75,Male,3.62,0,5,5,5,5,5,5,"$500,000 or more",Level 2,Level 2,No charging,46,0,40
4795,81,BEV,Continued,75,Male,29.74,0,,,,,,,,Level 1,,,27,1,27
4796,87,BEV,Discontinued,75,Male,19.13,0,5,5,5,5,4,5,"$350,000 to $399,999",Level 2,,,24,1,40
4797,84,BEV,Original,55,Male,,0,4,5,5,5,2,5,"$250,000 to $299,999",Level 2,,Level 2,24,0,40
4799,238,BEV,Original,55,Male,48.52,0,3,5,5,5,5,5,"$50,000 to $99,999",Level 2,No charging,No charging,,0,40
4800,84,BEV,Continued,65,Male,4.78,0,5,5,5,5,2,2,I prefer not to answer,Level 2,,,14,1,40
4801,84,BEV,Continued,45,Male,3.41,0,4,4,5,4,2,3,"$300,000 to $349,999",Level 1,Level 1,No charging,24,1,40
4803,238,BEV,Original,25,Male,10.68,0,4,5,5,4,4,2,"$200,000 to $249,999",Level 1,Level 2,Level 2,23,1,40
4804,84,BEV,Original,,,,0,,,,,,,,Level 1,,Level 2,23,1,6
4807,271,BEV,Original,55,Male,16.7,1,5,5,5,5,4,5,"$250,000 to $299,999",Level 2,,DC Fast,18,0,40
4808,270,BEV,Original,55,Male,3.11,5,5,5,5,5,4,5,"$300,000 to $349,999",Level 2,No charging,Level 2,,0,40
4810,238,BEV,Original,45,Male,44.75,0,5,5,5,5,5,5,"$150,000 to $199,999",Level 2,Level 2,No charging,,1,40
4813,84,BEV,Continued,55,Male,10.73,0,1,2,4,1,1,4,"$500,000 or more",No Charging,,Level 2,24,1,40
4816,271,BEV,Original,55,Female,,2,5,5,5,5,5,5,"$200,000 to $249,999",Level 2,No charging,No charging,24,0,40
4820,271,BEV,Continued,45,Male,11.01,0,5,5,5,3,4,5,"$350,000 to $399,999",Level 2,,Level 2,23,0,40
4821,84,BEV,Continued,35,Male,10.67,0,5,5,5,5,1,5,"$200,000 to $249,999",Level 1,Level 1,DC Fast,27,1,40
4823,84,BEV,Continued,55,Female,59.04,0,5,5,5,5,4,5,"$250,000 to $299,999",Level 2,,,25,1,40
4824,87,BEV,Continued,65,Female,21.72,0,2,5,5,4,2,3,I prefer not to answer,Level 2,,,29,1,40
4826,238,BEV,Original,45,Male,2.27,1,4,5,5,5,5,5,I prefer not to answer,Level 1,No charging,Level 2 & DC Fast,,1,40
4831,82,BEV,Continued,75,Male,1.92,0,5,5,5,5,2,5,"$100,000 to $149,999",Level 2,,,24,1,40
4834,84,BEV,Original,55,Male,1.43,0,5,5,5,5,3,5,,Level 2,No charging,No charging,46,0,31
4836,84,BEV,Original,,,,0,,,,,,,,Level 2,No charging,No charging,30,1,1
4839,87,BEV,Original,,,,0,,,,,,,,Level 1,No charging,No charging,42,1,7
4840,271,BEV,Original,55,Male,,2,5,5,5,4,4,5,"$200,000 to $249,999",Level 2,No charging,DC Fast,24,0,40
4842,271,BEV,Original,65,Male,8.03,1,5,5,5,4,4,4,"Less than $50,000",Level 2,No charging,Level 2 & DC Fast,,0,40
4845,271,BEV,Continued,65,Male,6.81,0,,,,,,,,Level 2,Level 2,No charging,105,0,25
4846,84,BEV,Original,65,Male,14.2,0,2,4,4,2,1,3,"$50,000 to $99,999",Level 2,,,50,0,40
4849,114,BEV,Continued,45,Male,6.9,0,4,5,5,5,2,4,"$150,000 to $199,999",Level 1,Level 1,No charging,25,1,40
4850,84,BEV,Original,45,Male,17.47,0,2,2,5,5,2,2,I prefer not to answer,No Charging,Level 2,DC Fast,24,1,40
4852,271,BEV,Original,35,Male,14.45,5,,,,,,,,No Charging,,,,0,19
4856,271,BEV,Original,,,,0,,,,,,,,Level 2,No charging,DC Fast,,0,1
4857,238,BEV,Original,65,Male,0.43,4,5,5,5,5,3,4,"Less than $50,000",Level 1,No charging,DC Fast,,0,40
4861,84,BEV,Original,65,Male,,0,5,5,5,5,4,5,"$50,000 to $99,999",Level 2,,Level 2,24,0,40
4863,249,BEV,Original,75,Female,13.39,0,5,5,5,4,2,2,"$50,000 to $99,999",No Charging,DC Fast,No charging,,0,40
4864,271,BEV,Continued,65,Female,,1,5,5,5,5,5,5,"$250,000 to $299,999",Level 2,No charging,Level 1,25,1,40
4867,76,BEV,Continued,75,Male,6.07,0,5,5,5,5,4,4,"$50,000 to $99,999",Level 1,,,24,1,40
4868,84,BEV,Discontinued,55,Male,21.35,0,4,5,5,5,2,4,"$500,000 or more",Level 1,Level 2,DC Fast,34,1,40
4872,271,BEV,Continued,55,Female,68.3,0,5,5,5,5,4,5,"$400,000 to $449,999",Level 2,No charging,No charging,24,1,40
4876,271,BEV,Original,55,Male,10.53,5,5,4,5,1,3,2,"$400,000 to $449,999",No Charging,,Level 2 & DC Fast,,0,40
4878,82,BEV,Continued,75,Male,8.59,0,4,4,5,5,4,4,"$150,000 to $199,999",Level 2,,,24,1,40
4881,84,BEV,Continued,55,Male,39.03,0,5,5,5,5,2,4,I prefer not to answer,Level 2,,Level 2,50,1,40
4883,84,BEV,Original,45,Female,24.57,0,5,5,5,4,2,2,"$200,000 to $249,999",Level 2,Level 2,Level 2 & DC Fast,24,0,40
4884,271,BEV,Continued,55,Male,7.19,0,5,5,5,5,4,4,"$500,000 or more",Level 2,Level 1,No charging,23,1,40
4891,310,BEV,Original,55,Male,,0,5,5,5,4,5,5,"$100,000 to $149,999",Level 2,No charging,No charging,119,0,40
4893,270,BEV,Original,45,Female,4.82,15,5,5,5,5,4,5,"$200,000 to $249,999",Level 2,No charging,No charging,24,0,40
4896,103,BEV,Continued,55,Male,12.12,1,5,5,5,5,4,5,"$50,000 to $99,999",Level 2,,,95,1,40
4897,84,BEV,Original,45,Male,0.9,0,5,3,5,5,2,4,I prefer not to answer,No Charging,,,,0,40
4898,271,BEV,Original,,,,0,,,,,,,,Level 2,Level 2,DC Fast,124,0,1
4901,84,BEV,Continued,55,Female,2.96,0,5,5,5,5,1,2,"$150,000 to $199,999",Level 2,Level 1,No charging,18,1,40
4902,84,BEV,Original,45,Male,,0,5,5,5,5,2,4,"$150,000 to $199,999",Level 1,Level 2,No charging,23,0,40
4903,84,BEV,Continued,65,Male,2.02,0,4,5,5,5,2,4,"$100,000 to $149,999",Level 1,No charging,No charging,28,1,40
4904,76,BEV,Original,45,Male,,2,5,5,5,1,1,2,"$50,000 to $99,999",Level 1,DC Fast,No charging,,1,40
4906,238,BEV,Original,55,Male,2.05,0,,,,,,,,No Charging,Level 1,,,1,25
4907,87,BEV,Original,45,Female,8.47,0,4,2,5,5,2,2,"$100,000 to $149,999",Level 1,Level 2,Level 2,31,1,40
4909,111,BEV,Continued,45,Male,5.26,0,5,5,5,5,2,2,"$200,000 to $249,999",Level 1,No charging,No charging,17,1,40
4911,87,BEV,Continued,55,Female,23.22,0,4,4,5,4,4,5,"$400,000 to $449,999",Level 1,Level 2,No charging,42,1,40
4916,103,BEV,Continued,45,Male,3.24,0,5,5,5,4,2,2,"$300,000 to $349,999",Level 2,,Level 2,94,1,40
4917,82,BEV,Original,55,Female,7.35,0,5,5,5,5,2,2,"$100,000 to $149,999",Level 2,,,25,0,40
4918,271,BEV,Original,55,Male,49.37,10,5,5,5,4,4,3,"$100,000 to $149,999",No Charging,Level 2,DC Fast,24,0,40
4919,238,BEV,Original,35,Male,19.2,4,5,5,5,5,4,2,"$100,000 to $149,999",No Charging,No charging,Level 2 & DC Fast,24,0,40
4920,270,BEV,Original,75,Female,2.53,0,5,5,5,5,5,5,"$100,000 to $149,999",Level 2,No charging,Level 2,98,0,40
4923,84,BEV,Discontinued,55,Male,,0,4,5,5,5,4,5,"$150,000 to $199,999",No Charging,,Level 2,24,1,40
4926,310,BEV,Original,35,Male,2.03,20,5,5,5,5,5,5,"$100,000 to $149,999",No Charging,Level 2,DC Fast,,0,40
4929,238,BEV,Original,35,Male,9.39,0,5,5,5,4,5,4,"$100,000 to $149,999",Level 1,No charging,No charging,24,1,40
4930,310,BEV,Original,55,Male,1.13,3,5,5,5,5,5,5,"$100,000 to $149,999",Level 2,Level 2,No charging,32,0,40
4931,84,BEV,Original,45,Female,7.07,0,3,5,5,4,4,4,"$250,000 to $299,999",No Charging,Level 2,No charging,,0,40
4932,271,BEV,Original,65,Female,,0,,,,,,,,Level 2,Level 2,Level 2,16,0,16
4933,53,BEV,Continued,75,Male,12.14,0,4,2,4,4,2,4,"$200,000 to $249,999",Level 1,No charging,No charging,23,1,40
4934,271,BEV,Original,65,Male,,10,5,5,5,5,3,4,"$200,000 to $249,999",Level 2,No charging,Level 2 & DC Fast,24,0,40
4937,76,BEV,Original,75,Female,7.5,0,4,4,5,3,3,3,"$100,000 to $149,999",No Charging,,,,0,40
4938,84,BEV,Original,,,,0,,,,,,,,Level 2,,,46,1,1
4939,84,BEV,Discontinued,55,Male,,0,,,,,,,,Level 1,No charging,Level 2,14,1,16
4942,238,BEV,Original,,,,0,,,,,,,,Level 2,Level 1,No charging,28,0,10
4943,84,BEV,Original,55,Female,15.32,0,5,4,5,5,2,3,"$50,000 to $99,999",No Charging,,,,0,40
4945,84,BEV,Original,35,Male,1.66,0,5,5,5,5,3,5,"$200,000 to $249,999",No Charging,No charging,Level 2 & DC Fast,24,0,40
4946,271,BEV,Original,65,Male,10.69,1,5,5,5,4,5,5,"$500,000 or more",Level 1,No charging,No charging,24,0,40
4948,84,BEV,Original,45,Male,2.62,2,4,5,5,5,2,4,"$100,000 to $149,999",Level 2,No charging,Level 2 & DC Fast,23,0,40
4951,111,BEV,Continued,75,Male,10.31,0,4,5,5,5,3,5,"$100,000 to $149,999",Level 2,No charging,No charging,25,1,40
4952,271,BEV,Original,65,Male,5.53,0,5,5,5,5,4,5,"$250,000 to $299,999",Level 2,No charging,DC Fast,34,0,40
4955,271,BEV,Original,,,,0,,,,,,,,Level 2,,,24,0,1
4956,335,BEV,Original,65,Female,2.37,4,5,5,5,5,5,5,"$50,000 to $99,999",Level 2,DC Fast,No charging,,1,40
4959,238,BEV,Original,,,,0,,,,,,,,Level 2,DC Fast,DC Fast,24,0,11
4962,84,BEV,Original,35,Male,10.14,0,5,5,5,5,4,2,"$200,000 to $249,999",Level 2,No charging,Level 2,26,0,40
4964,238,BEV,Original,65,Female,1.22,0,5,5,5,4,4,4,I prefer not to answer,Level 1,Level 2,No charging,,1,40
4965,84,BEV,Continued,45,Male,,0,5,5,5,5,2,5,"$450,000 to $499,999",Level 1,,,24,1,40
4966,84,BEV,Continued,75,Female,,0,5,5,5,4,4,5,"$100,000 to $149,999",Level 2,No charging,No charging,,1,40
4967,310,BEV,Original,35,Male,30.4,4,5,5,5,4,5,5,"$300,000 to $349,999",Level 2,Level 1,No charging,,0,40
4968,124,BEV,Original,45,Male,47.71,1,5,5,5,5,4,4,"$100,000 to $149,999",Level 2,No charging,No charging,24,1,40
4969,310,BEV,Original,75,Male,6.84,1000,5,5,5,5,5,5,"$150,000 to $199,999",Level 2,No charging,No charging,99,0,40
4970,84,BEV,Continued,45,Male,34.73,0,5,2,4,5,2,2,"$150,000 to $199,999",Level 1,Level 2,Level 2 & DC Fast,24,1,40
4975,84,BEV,Original,55,Male,22.27,0,3,5,5,5,4,4,"$350,000 to $399,999",Level 2,Level 2,No charging,42,0,40
4976,238,BEV,Original,65,Male,23.78,0,4,5,5,5,5,5,"$250,000 to $299,999",Level 2,No charging,No charging,42,1,40
4977,82,BEV,Continued,55,Male,5.49,0,5,5,5,5,2,5,I prefer not to answer,Level 2,,,27,1,40
4982,84,BEV,Continued,75,Female,1.93,0,,,,,,,,Level 1,No charging,No charging,26,1,18
4984,271,BEV,Original,75,Male,22.68,0,5,5,5,5,3,4,I prefer not to answer,Level 2,,Level 2,16,0,40
4987,310,BEV,Original,55,Male,7.43,3,5,5,5,5,5,5,"$250,000 to $299,999",Level 2,Level 2,Level 2,36,0,40
4988,271,BEV,Original,80,Male,0.04,5,5,5,5,5,5,5,"$50,000 to $99,999",Level 2,No charging,No charging,46,0,40
4990,271,BEV,Original,65,Male,,1,5,5,5,5,5,5,I prefer not to answer,Level 2,,,24,0,40
4991,84,BEV,Original,65,Male,4.77,0,3,5,5,5,1,1,"$500,000 or more",Level 2,,,29,0,40
4992,238,BEV,Original,,,,0,,,,,,,,Level 2,No charging,No charging,28,1,3
4994,84,BEV,Original,55,Male,10.06,0,4,5,5,4,2,4,"$150,000 to $199,999",No Charging,,,,0,40
4995,87,BEV,Discontinued,55,Female,11.52,0,5,5,5,4,4,5,"$100,000 to $149,999",Level 2,,,,1,40
4996,310,BEV,Original,45,Male,,5,5,4,5,4,4,4,"$250,000 to $299,999",Level 2,No charging,No charging,89,0,40
4997,270,BEV,Continued,75,Male,4.17,0,,,,,,,,Level 2,No charging,No charging,50,1,18
4999,82,BEV,Continued,65,Male,22.16,0,3,4,5,5,1,3,I prefer not to answer,Level 2,,Level 2,29,1,40
5001,84,BEV,Original,45,Male,,0,5,5,5,5,3,5,"$250,000 to $299,999",Level 1,,,28,0,40
5003,84,BEV,Discontinued,35,Male,5.47,0,4,5,5,5,3,4,"$200,000 to $249,999",Level 1,No charging,Level 2,26,0,40
5004,84,BEV,Original,55,Female,,0,5,5,5,5,5,5,"$50,000 to $99,999",Level 2,No charging,No charging,,0,40
5005,271,BEV,Continued,75,Male,134.69,0,5,5,5,5,4,5,I prefer not to answer,Level 2,,,,1,40
5009,271,BEV,Original,45,Male,19.96,2,5,5,5,5,5,5,"$300,000 to $349,999",Level 2,No charging,No charging,28,0,40
5010,84,BEV,Continued,35,Female,15.23,0,4,5,5,2,1,1,I prefer not to answer,Level 2,,Level 2,24,1,40
5013,84,BEV,Continued,45,Male,6.44,0,4,5,5,5,2,4,"$350,000 to $399,999",Level 2,Level 2,No charging,23,1,40
5014,270,BEV,Original,35,Male,42.99,0,5,5,5,5,5,4,"$400,000 to $449,999",Level 2,Level 2,DC Fast,114,0,40
5015,84,BEV,Continued,55,Female,9.81,0,4,4,5,5,2,5,"$100,000 to $149,999",Level 2,No charging,No charging,,1,40
5017,84,BEV,Discontinued,55,Male,,0,5,5,5,2,1,3,"$150,000 to $199,999",Level 1,Level 2,Level 2,46,1,40
5019,103,BEV,Original,75,Female,6.07,1,5,5,5,5,3,4,"$50,000 to $99,999",Level 1,,Level 2,15,0,40
5022,84,BEV,Continued,35,Female,4.75,0,4,1,5,4,1,5,"$300,000 to $349,999",Level 1,DC Fast,DC Fast,17,1,40
1,81,PHEV,Continued,25,Male,13.92,0,5,5,5,5,5,5,"$150,000 to $199,999",No Charging,No charging,Level 2,25,1,40
3,53,PHEV,Original,45,Male,,2,3,4,4,2,2,3,"$200,000 to $249,999",No Charging,Level 2,No charging,27,1,40
12,81,PHEV,Continued,55,Male,9.43,0,4,5,5,5,2,3,"$100,000 to $149,999",Level 2,Level 1,No charging,34,1,40
14,28,PHEV,Original,75,Male,8.91,2,5,5,5,5,5,5,"$100,000 to $149,999",Level 1,No charging,No charging,24,0,40
16,25,PHEV,Original,75,Male,11.99,20,4,5,5,5,5,2,"$50,000 to $99,999",Level 1,No charging,No charging,,0,40
19,25,PHEV,Original,65,Male,,1,5,3,5,5,4,5,I prefer not to answer,Level 2,No charging,No charging,23,0,40
22,13,PHEV,Original,65,Male,,4,5,5,5,5,5,5,"$350,000 to $399,999",Level 1,,,24,0,40
26,53,PHEV,Original,,,,0,,,,,,,,Level 1,,,24,1,1
27,11,PHEV,Continued,65,Male,31.3,0,5,4,4,5,2,4,"$350,000 to $399,999",Level 1,,,26,0,40
28,25,PHEV,Original,55,Male,10.03,10,5,5,5,5,5,5,"$150,000 to $199,999",Level 1,Level 2,No charging,24,0,40
31,11,PHEV,Continued,45,Male,17.88,0,4,5,4,5,2,5,I prefer not to answer,Level 1,No charging,No charging,24,0,40
32,20,PHEV,Continued,45,Male,2.71,0,3,5,4,5,1,5,"$150,000 to $199,999",Level 2,No charging,Level 2,23,1,40
34,53,PHEV,Continued,45,Male,5.31,0,3,4,3,5,2,3,"$150,000 to $199,999",Level 2,Level 2,No charging,114,1,40
35,114,PHEV,Original,55,Male,31.3,1,5,5,5,5,4,5,"$250,000 to $299,999",Level 2,No charging,No charging,18,1,40
36,11,PHEV,Original,55,Male,6.37,4,,,,,,,,Level 2,Level 1,Level 1,17,0,25
38,53,PHEV,Original,35,Male,5.55,4,5,5,5,5,4,4,"$100,000 to $149,999",Level 1,Level 2,Level 2,48,1,40
41,25,PHEV,Original,65,Female,,4,5,5,5,5,4,5,"$100,000 to $149,999",Level 2,Level 2,No charging,,1,40
44,53,PHEV,Continued,75,Male,32.73,0,5,5,5,5,5,5,"$150,000 to $199,999",Level 1,,,24,1,40
46,25,PHEV,Original,65,Female,42.2,1,5,5,4,5,2,5,"$100,000 to $149,999",Level 2,Level 2,No charging,42,0,40
49,53,PHEV,Original,75,Male,,0,,,,,,,,Level 2,No charging,No charging,52,0,17
53,11,PHEV,Original,55,Male,11.25,12,5,5,5,5,2,5,"$50,000 to $99,999",Level 1,No charging,No charging,46,0,40
58,25,PHEV,Original,35,Female,2.95,0,5,5,5,5,1,4,"$150,000 to $199,999",Level 1,No charging,No charging,,0,40
61,53,PHEV,Continued,75,Male,,0,,,,,,,,Level 1,No charging,No charging,24,1,17
64,53,PHEV,Original,45,Female,26.17,4,4,5,5,5,4,3,"$150,000 to $199,999",Level 2,,Level 2,24,0,40
66,53,PHEV,Original,55,Male,13.18,2,5,5,5,4,4,4,"$100,000 to $149,999",Level 2,Level 2,No charging,14,0,40
68,53,PHEV,Continued,65,Male,5.07,0,5,5,5,5,4,5,"$100,000 to $149,999",Level 2,No charging,No charging,24,1,40
70,53,PHEV,Original,55,Female,11.25,0,3,4,5,2,4,4,"$150,000 to $199,999",Level 1,No charging,No charging,,0,40
